sample_idx,method,y_true,y_pred,pred_confidence,comparison_valid,dice,alignment_score,alignment_grade,edge_focus,threshold,threshold_policy,xai_coverage,clinical_coverage,coverage_delta
11848,GradCAM,0,0,0.9999799728393555,True,0.6428571428571429,0.6428571428571429,moderate,0.0,0.046896904706954956,clinical_coverage,0.19047619047619047,0.19047619047619047,0.0
11848,IntegratedGradients,0,0,0.9999799728393555,True,0.48148148148148145,0.4470899470899471,weak,0.07142857142857142,0.3050943911075592,clinical_coverage,0.19047619047619047,0.19047619047619047,0.0
12626,SHAP,0,0,0.999739944934845,True,0.47619047619047616,0.43290043290043284,weak,0.09090909090909091,0.8042771220207214,clinical_coverage,0.14965986394557823,0.14965986394557823,0.0
12626,GradCAM,0,0,0.999739944934845,True,0.5909090909090909,0.5909090909090909,moderate,0.0,0.20572404563426971,clinical_coverage,0.14965986394557823,0.14965986394557823,0.0
12626,IntegratedGradients,0,0,0.999739944934845,True,0.2857142857142857,0.2597402597402597,weak,0.09090909090909091,0.43022212386131287,clinical_coverage,0.14965986394557823,0.14965986394557823,0.0
12995,SHAP,0,0,0.9955297112464905,True,0.7058823529411765,0.7058823529411765,moderate,0.0,0.410189688205719,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
12995,GradCAM,0,0,0.9955297112464905,True,0.0,0.0,minimal,0.2857142857142857,3.285301136202179e-05,clinical_coverage,0.047619047619047616,0.11564625850340136,0.06802721088435375
12995,IntegratedGradients,0,0,0.9955297112464905,True,0.75,0.6617647058823529,moderate,0.11764705882352941,0.7591056227684021,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
13325,SHAP,0,0,0.9999758005142212,True,0.6666666666666666,0.5185185185185185,moderate,0.2222222222222222,0.6295390129089355,clinical_coverage,0.061224489795918366,0.07482993197278912,0.01360544217687075
13325,GradCAM,0,0,0.9999758005142212,True,0.6666666666666666,0.5185185185185185,moderate,0.2222222222222222,3.3445518056396395e-05,clinical_coverage,0.061224489795918366,0.07482993197278912,0.01360544217687075
13325,IntegratedGradients,0,0,0.9999758005142212,True,0.0,0.0,minimal,0.09090909090909091,0.7732135057449341,clinical_coverage,0.07482993197278912,0.07482993197278912,0.0
13785,SHAP,0,0,0.9125162959098816,True,0.7936507936507936,0.7455507455507455,moderate,0.06060606060606061,0.6433402895927429,clinical_coverage,0.22448979591836735,0.21768707482993196,0.006802721088435382
13785,GradCAM,0,0,0.9125162959098816,True,0.25806451612903225,0.24193548387096775,minimal,0.0625,0.02171560749411583,clinical_coverage,0.21768707482993196,0.21768707482993196,0.0
13785,IntegratedGradients,0,0,0.9125162959098816,True,0.6129032258064516,0.5745967741935484,moderate,0.0625,0.6523632407188416,clinical_coverage,0.21768707482993196,0.21768707482993196,0.0
14008,SHAP,0,0,0.9823101162910461,True,0.65,0.5880952380952381,moderate,0.09523809523809523,0.6445570588111877,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
14008,GradCAM,0,0,0.9823101162910461,True,0.6190476190476191,0.6190476190476191,moderate,0.0,0.0872916728258133,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
14008,IntegratedGradients,0,0,0.9823101162910461,True,0.6,0.5428571428571428,moderate,0.09523809523809523,0.573521614074707,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
14238,SHAP,0,0,0.9998865127563477,True,0.5769230769230769,0.5769230769230769,moderate,0.0,0.5695338249206543,clinical_coverage,0.17687074829931973,0.17687074829931973,0.0
14238,GradCAM,0,0,0.9998865127563477,True,0.6153846153846154,0.6153846153846154,moderate,0.0,0.2686040997505188,clinical_coverage,0.17687074829931973,0.17687074829931973,0.0
14238,IntegratedGradients,0,0,0.9998865127563477,True,0.6666666666666666,0.6172839506172839,moderate,0.07407407407407407,0.3400686979293823,clinical_coverage,0.1836734693877551,0.17687074829931973,0.006802721088435382
15213,SHAP,0,0,0.9998641014099121,True,0.6046511627906976,0.6046511627906976,moderate,0.0,0.3180772066116333,clinical_coverage,0.14285714285714285,0.14965986394557823,0.006802721088435382
15213,GradCAM,0,0,0.9998641014099121,True,0.47619047619047616,0.47619047619047616,weak,0.0,0.19030095636844635,clinical_coverage,0.1360544217687075,0.14965986394557823,0.013605442176870736
15213,IntegratedGradients,0,0,0.9998641014099121,True,0.6190476190476191,0.5627705627705628,moderate,0.09090909090909091,0.40117475390434265,clinical_coverage,0.14965986394557823,0.14965986394557823,0.0
15544,SHAP,0,0,0.9990749359130859,True,0.7428571428571429,0.6646616541353384,moderate,0.10526315789473684,0.5603328347206116,clinical_coverage,0.1292517006802721,0.12244897959183673,0.006802721088435382
15544,GradCAM,0,0,0.9990749359130859,True,0.7777777777777778,0.7777777777777778,strong,0.0,0.2991594076156616,clinical_coverage,0.12244897959183673,0.12244897959183673,0.0
15544,IntegratedGradients,0,0,0.9990749359130859,True,0.6842105263157895,0.6842105263157895,moderate,0.0,0.5049760937690735,clinical_coverage,0.1360544217687075,0.12244897959183673,0.013605442176870763
17668,SHAP,0,0,0.9982755184173584,True,0.5714285714285714,0.5194805194805194,moderate,0.09090909090909091,0.6185980439186096,clinical_coverage,0.14965986394557823,0.14965986394557823,0.0
17668,GradCAM,0,0,0.9982755184173584,True,0.5,0.5,moderate,0.0,0.1975547820329666,clinical_coverage,0.14965986394557823,0.14965986394557823,0.0
17668,IntegratedGradients,0,0,0.9982755184173584,True,0.47619047619047616,0.43290043290043284,weak,0.09090909090909091,0.40832531452178955,clinical_coverage,0.14965986394557823,0.14965986394557823,0.0
18142,SHAP,1,1,0.9998427629470825,True,1.0,1.0,strong,0.0,0.5212752223014832,clinical_coverage,0.08843537414965986,0.08843537414965986,0.0
18142,GradCAM,1,1,0.9998427629470825,True,0.6153846153846154,0.6153846153846154,moderate,0.0,0.7759788036346436,clinical_coverage,0.08843537414965986,0.08843537414965986,0.0
18142,IntegratedGradients,1,1,0.9998427629470825,True,1.0,1.0,strong,0.0,0.5806542634963989,clinical_coverage,0.08843537414965986,0.08843537414965986,0.0
18154,SHAP,1,1,0.9919294118881226,True,0.0,0.0,minimal,0.0,0.8926836848258972,clinical_coverage,0.061224489795918366,0.047619047619047616,0.01360544217687075
18154,GradCAM,1,1,0.9919294118881226,True,0.0,0.0,minimal,0.0,0.3790408968925476,clinical_coverage,0.061224489795918366,0.047619047619047616,0.01360544217687075
18154,IntegratedGradients,1,1,0.9919294118881226,True,0.7142857142857143,0.5555555555555556,moderate,0.2222222222222222,0.9737456440925598,clinical_coverage,0.061224489795918366,0.047619047619047616,0.01360544217687075
18203,SHAP,1,1,0.9141055941581726,True,0.5652173913043478,0.5181159420289855,moderate,0.08333333333333333,0.37945809960365295,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
18203,GradCAM,1,1,0.9141055941581726,True,0.7916666666666666,0.7916666666666666,strong,0.0,0.5699533224105835,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
18203,IntegratedGradients,1,1,0.9141055941581726,True,0.5217391304347826,0.47826086956521735,weak,0.08333333333333333,0.5937730669975281,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
18206,SHAP,1,1,0.924045205116272,True,0.4126984126984127,0.38690476190476186,weak,0.0625,0.3484060764312744,clinical_coverage,0.21768707482993196,0.22448979591836735,0.006802721088435382
18206,GradCAM,1,1,0.924045205116272,True,0.40625,0.3816287878787879,weak,0.06060606060606061,0.5187215805053711,clinical_coverage,0.22448979591836735,0.22448979591836735,0.0
18206,IntegratedGradients,1,1,0.924045205116272,True,0.40625,0.3816287878787879,weak,0.06060606060606061,0.2782624363899231,clinical_coverage,0.22448979591836735,0.22448979591836735,0.0
18224,SHAP,1,0,0.8198015689849854,True,0.55,0.55,moderate,0.0,0.5520012378692627,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
18224,GradCAM,1,0,0.8198015689849854,True,0.358974358974359,0.3247863247863248,weak,0.09523809523809523,0.4093618392944336,clinical_coverage,0.14285714285714285,0.1360544217687075,0.006802721088435354
18224,IntegratedGradients,1,0,0.8198015689849854,True,0.45,0.45,weak,0.0,0.6968369483947754,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
18309,SHAP,1,0,0.6312991380691528,True,0.9230769230769231,0.9230769230769231,strong,0.0,0.8022366762161255,clinical_coverage,0.08843537414965986,0.08843537414965986,0.0
18309,GradCAM,1,0,0.6312991380691528,True,0.3076923076923077,0.3076923076923077,weak,0.0,0.5811218619346619,clinical_coverage,0.08843537414965986,0.08843537414965986,0.0
18309,IntegratedGradients,1,0,0.6312991380691528,True,1.0,1.0,strong,0.0,0.7341883182525635,clinical_coverage,0.08843537414965986,0.08843537414965986,0.0
18318,SHAP,1,1,0.9552989602088928,True,0.8,0.6222222222222222,moderate,0.2222222222222222,0.49466413259506226,clinical_coverage,0.061224489795918366,0.05442176870748299,0.006802721088435375
18318,GradCAM,1,1,0.9552989602088928,True,0.0,0.0,minimal,0.0,0.9248528480529785,clinical_coverage,0.061224489795918366,0.05442176870748299,0.006802721088435375
18318,IntegratedGradients,1,1,0.9552989602088928,True,0.8,0.6222222222222222,moderate,0.2222222222222222,0.7575517892837524,clinical_coverage,0.061224489795918366,0.05442176870748299,0.006802721088435375
18360,SHAP,1,1,0.9995161294937134,True,0.9285714285714286,0.9285714285714286,strong,0.0,0.47711309790611267,clinical_coverage,0.09523809523809523,0.09523809523809523,0.0
18360,GradCAM,1,1,0.9995161294937134,True,0.7857142857142857,0.7857142857142857,strong,0.0,0.6539347767829895,clinical_coverage,0.09523809523809523,0.09523809523809523,0.0
18360,IntegratedGradients,1,1,0.9995161294937134,True,0.9285714285714286,0.9285714285714286,strong,0.0,0.5478883385658264,clinical_coverage,0.09523809523809523,0.09523809523809523,0.0
18375,SHAP,1,1,0.8478766679763794,True,0.5833333333333334,0.5366666666666667,moderate,0.08,0.2941964864730835,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
18375,GradCAM,1,1,0.8478766679763794,True,0.92,0.92,strong,0.0,0.45425280928611755,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
18375,IntegratedGradients,1,1,0.8478766679763794,True,0.5416666666666666,0.4983333333333333,weak,0.08,0.28728625178337097,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
18392,SHAP,1,0,0.8905528783798218,True,0.4,0.36923076923076925,weak,0.07692307692307693,0.5878674983978271,clinical_coverage,0.17687074829931973,0.17687074829931973,0.0
18392,GradCAM,1,0,0.8905528783798218,True,0.4,0.36190476190476195,weak,0.09523809523809523,0.42833587527275085,clinical_coverage,0.14285714285714285,0.17687074829931973,0.03401360544217688
18392,IntegratedGradients,1,0,0.8905528783798218,True,0.4,0.36923076923076925,weak,0.07692307692307693,0.5056725144386292,clinical_coverage,0.17687074829931973,0.17687074829931973,0.0
18420,SHAP,1,1,0.9981487989425659,True,0.5416666666666666,0.4983333333333333,weak,0.08,0.4301508665084839,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
18420,GradCAM,1,1,0.9981487989425659,True,0.76,0.76,strong,0.0,0.5075077414512634,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
18420,IntegratedGradients,1,1,0.9981487989425659,True,0.5,0.46,weak,0.08,0.5105717778205872,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
18457,SHAP,1,0,0.5073066353797913,True,0.7222222222222222,0.7222222222222222,moderate,0.0,0.3013327121734619,clinical_coverage,0.12244897959183673,0.12244897959183673,0.0
18457,GradCAM,1,0,0.5073066353797913,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.12244897959183673,0.12244897959183673
18457,IntegratedGradients,1,0,0.5073066353797913,True,0.7222222222222222,0.7222222222222222,moderate,0.0,0.32887834310531616,clinical_coverage,0.12244897959183673,0.12244897959183673,0.0
18488,SHAP,1,1,0.9991210103034973,True,0.5416666666666666,0.4983333333333333,weak,0.08,0.44291311502456665,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
18488,GradCAM,1,1,0.9991210103034973,True,0.76,0.76,strong,0.0,0.43990570306777954,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
18488,IntegratedGradients,1,1,0.9991210103034973,True,0.4166666666666667,0.38333333333333336,weak,0.08,0.3544429540634155,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
18496,SHAP,1,1,0.9990112781524658,True,0.631578947368421,0.5684210526315789,moderate,0.1,0.6060687899589539,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
18496,GradCAM,1,1,0.9990112781524658,True,0.6666666666666666,0.6666666666666666,moderate,0.0,0.5087566375732422,clinical_coverage,0.1292517006802721,0.1360544217687075,0.006802721088435382
18496,IntegratedGradients,1,1,0.9990112781524658,True,0.47368421052631576,0.4263157894736842,weak,0.1,0.5270068645477295,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
18526,SHAP,1,1,0.9665729403495789,True,0.875,0.6805555555555556,moderate,0.2222222222222222,0.6250274777412415,clinical_coverage,0.061224489795918366,0.061224489795918366,0.0
18526,GradCAM,1,1,0.9665729403495789,True,0.4444444444444444,0.3636363636363636,weak,0.18181818181818182,0.42380291223526,clinical_coverage,0.07482993197278912,0.061224489795918366,0.01360544217687075
18526,IntegratedGradients,1,1,0.9665729403495789,True,0.875,0.6805555555555556,moderate,0.2222222222222222,0.8150883316993713,clinical_coverage,0.061224489795918366,0.061224489795918366,0.0
18531,SHAP,1,0,0.5341804027557373,True,0.3076923076923077,0.23076923076923078,minimal,0.25,0.19152823090553284,clinical_coverage,0.10884353741496598,0.09523809523809523,0.01360544217687075
18531,GradCAM,1,0,0.5341804027557373,True,0.9230769230769231,0.7912087912087913,strong,0.14285714285714285,0.2786058783531189,clinical_coverage,0.09523809523809523,0.09523809523809523,0.0
18531,IntegratedGradients,1,0,0.5341804027557373,True,0.64,0.4693333333333334,weak,0.26666666666666666,0.18045532703399658,clinical_coverage,0.10204081632653061,0.09523809523809523,0.006802721088435382
18534,SHAP,1,1,0.9198663234710693,True,0.8888888888888888,0.7111111111111111,moderate,0.2,0.5264280438423157,clinical_coverage,0.06802721088435375,0.06802721088435375,0.0
18534,GradCAM,1,1,0.9198663234710693,True,0.75,0.5625,moderate,0.25,0.32799577713012695,clinical_coverage,0.05442176870748299,0.06802721088435375,0.013605442176870756
18534,IntegratedGradients,1,1,0.9198663234710693,True,0.8888888888888888,0.7111111111111111,moderate,0.2,0.7017243504524231,clinical_coverage,0.06802721088435375,0.06802721088435375,0.0
18543,SHAP,1,1,0.9989866614341736,True,0.5,0.46296296296296297,weak,0.07407407407407407,0.6110906004905701,clinical_coverage,0.1836734693877551,0.1836734693877551,0.0
18543,GradCAM,1,1,0.9989866614341736,True,0.7777777777777778,0.7777777777777778,strong,0.0,0.5837217569351196,clinical_coverage,0.1836734693877551,0.1836734693877551,0.0
18543,IntegratedGradients,1,1,0.9989866614341736,True,0.4230769230769231,0.39173789173789175,weak,0.07407407407407407,0.34223827719688416,clinical_coverage,0.1836734693877551,0.1836734693877551,0.0
18604,SHAP,1,0,0.9968484044075012,True,0.7222222222222222,0.7222222222222222,moderate,0.0,0.32567429542541504,clinical_coverage,0.12244897959183673,0.12244897959183673,0.0
18604,GradCAM,1,0,0.9968484044075012,True,0.7222222222222222,0.7222222222222222,moderate,0.0,0.4214630126953125,clinical_coverage,0.12244897959183673,0.12244897959183673,0.0
18604,IntegratedGradients,1,0,0.9968484044075012,True,0.6470588235294118,0.5751633986928104,moderate,0.1111111111111111,0.7347797751426697,clinical_coverage,0.12244897959183673,0.12244897959183673,0.0
18645,SHAP,1,0,0.9810545444488525,True,0.8,0.7058823529411765,moderate,0.11764705882352941,0.46294140815734863,clinical_coverage,0.11564625850340136,0.10204081632653061,0.01360544217687075
18645,GradCAM,1,0,0.9810545444488525,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.10204081632653061,0.10204081632653061
18645,IntegratedGradients,1,0,0.9810545444488525,True,0.0,0.0,minimal,0.14285714285714285,0.44392022490501404,clinical_coverage,0.09523809523809523,0.10204081632653061,0.006802721088435382
18813,SHAP,2,2,0.9999986886978149,True,1.0,1.0,strong,0.0,0.2627975642681122,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
18813,GradCAM,2,2,0.9999986886978149,True,0.38095238095238093,0.38095238095238093,weak,0.0,0.9366515278816223,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
18813,IntegratedGradients,2,2,0.9999986886978149,True,1.0,1.0,strong,0.0,0.21379396319389343,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
18904,SHAP,2,2,0.9999996423721313,True,0.9523809523809523,0.9523809523809523,strong,0.0,0.20396150648593903,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
18904,GradCAM,2,2,0.9999996423721313,True,0.7142857142857143,0.7142857142857143,moderate,0.0,0.5216930508613586,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
18904,IntegratedGradients,2,2,0.9999996423721313,True,0.95,0.95,strong,0.0,0.2608122229576111,clinical_coverage,0.1292517006802721,0.14285714285714285,0.013605442176870736
19020,SHAP,2,2,1.0,True,1.0,1.0,strong,0.0,0.4280518591403961,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
19020,GradCAM,2,2,1.0,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.11564625850340136,0.11564625850340136
19020,IntegratedGradients,2,2,1.0,True,0.8,0.8,strong,0.0,0.5621203184127808,clinical_coverage,0.12244897959183673,0.11564625850340136,0.006802721088435368
19090,SHAP,2,2,0.9999998807907104,True,1.0,1.0,strong,0.0,0.29323914647102356,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19090,GradCAM,2,2,0.9999998807907104,True,0.65,0.65,moderate,0.0,0.4954504370689392,clinical_coverage,0.1292517006802721,0.14285714285714285,0.013605442176870736
19090,IntegratedGradients,2,2,0.9999998807907104,True,0.7906976744186046,0.7906976744186046,strong,0.0,0.39804980158805847,clinical_coverage,0.14965986394557823,0.14285714285714285,0.006802721088435382
19123,SHAP,2,2,1.0,True,0.95,0.95,strong,0.0,0.3195032477378845,clinical_coverage,0.1292517006802721,0.14285714285714285,0.013605442176870736
19123,GradCAM,2,2,1.0,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.14285714285714285,0.14285714285714285
19123,IntegratedGradients,2,2,1.0,True,0.95,0.95,strong,0.0,0.29047977924346924,clinical_coverage,0.1292517006802721,0.14285714285714285,0.013605442176870736
19233,SHAP,2,2,0.9999947547912598,True,0.7317073170731707,0.7317073170731707,moderate,0.0,0.47233670949935913,clinical_coverage,0.1360544217687075,0.14285714285714285,0.006802721088435354
19233,GradCAM,2,2,0.9999947547912598,True,0.75,0.75,strong,0.0,0.5735067129135132,clinical_coverage,0.1292517006802721,0.14285714285714285,0.013605442176870736
19233,IntegratedGradients,2,2,0.9999947547912598,True,0.7142857142857143,0.7142857142857143,moderate,0.0,0.5673434734344482,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19300,SHAP,2,2,0.9999994039535522,True,0.9047619047619048,0.9047619047619048,strong,0.0,0.49308261275291443,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19300,GradCAM,2,2,0.9999994039535522,True,0.6666666666666666,0.6666666666666666,moderate,0.0,0.6295520663261414,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19300,IntegratedGradients,2,2,0.9999994039535522,True,0.9523809523809523,0.9523809523809523,strong,0.0,0.3728483319282532,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19301,SHAP,2,2,0.9999990463256836,True,0.8571428571428571,0.782608695652174,strong,0.08695652173913043,0.45936062932014465,clinical_coverage,0.1564625850340136,0.14285714285714285,0.013605442176870763
19301,GradCAM,2,2,0.9999990463256836,True,0.0,0.0,minimal,0.09523809523809523,0.6236306428909302,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19301,IntegratedGradients,2,2,0.9999990463256836,True,0.4,0.36190476190476195,weak,0.09523809523809523,0.7431020140647888,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19480,SHAP,2,2,1.0,True,0.8,0.8,strong,0.0,0.42546048760414124,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
19480,GradCAM,2,2,1.0,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.17006802721088435,0.17006802721088435
19480,IntegratedGradients,2,2,1.0,True,0.8627450980392157,0.8627450980392157,strong,0.0,0.3389132618904114,clinical_coverage,0.17687074829931973,0.17006802721088435,0.006802721088435382
19577,SHAP,2,2,1.0,True,0.975609756097561,0.975609756097561,strong,0.0,0.274483323097229,clinical_coverage,0.1360544217687075,0.14285714285714285,0.006802721088435354
19577,GradCAM,2,2,1.0,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.14285714285714285,0.14285714285714285
19577,IntegratedGradients,2,2,1.0,True,0.9523809523809523,0.9523809523809523,strong,0.0,0.19873866438865662,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19631,SHAP,2,2,0.9999951124191284,True,0.8181818181818182,0.8181818181818182,strong,0.0,0.4705807566642761,clinical_coverage,0.1564625850340136,0.14285714285714285,0.013605442176870763
19631,GradCAM,2,2,0.9999951124191284,True,0.65,0.5880952380952381,moderate,0.09523809523809523,0.5987206697463989,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19631,IntegratedGradients,2,2,0.9999951124191284,True,0.8181818181818182,0.8181818181818182,strong,0.0,0.44394421577453613,clinical_coverage,0.1564625850340136,0.14285714285714285,0.013605442176870763
19662,SHAP,2,2,1.0,True,0.6086956521739131,0.5579710144927537,moderate,0.08333333333333333,0.6146708130836487,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
19662,GradCAM,2,2,1.0,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.16326530612244897,0.16326530612244897
19662,IntegratedGradients,2,2,1.0,True,0.43478260869565216,0.39855072463768115,weak,0.08333333333333333,0.48517516255378723,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
19679,SHAP,2,2,0.9999998807907104,True,0.4,0.2545454545454546,weak,0.36363636363636365,0.8123612999916077,clinical_coverage,0.07482993197278912,0.05442176870748299,0.020408163265306124
