sample_idx,true_label,baseline_pred,occluded_pred,flipped_correct_to_wrong
536,0,0,0,False
537,0,0,0,False
538,0,0,3,True
539,0,0,0,False
540,0,0,0,False
541,0,0,0,False
542,0,0,2,True
543,0,0,0,False
544,0,0,0,False
545,0,0,3,True
546,0,0,3,True
547,0,0,0,False
548,0,0,0,False
549,0,0,3,True
550,0,0,3,True
551,0,0,0,False
552,0,0,3,True
553,0,0,3,True
554,0,0,0,False
555,0,0,3,True
556,0,0,3,True
557,0,0,3,True
558,0,0,0,False
559,0,0,0,False
560,0,0,3,True
561,0,0,0,False
562,0,0,2,True
563,0,0,0,False
564,0,0,0,False
565,0,0,2,True
566,0,0,0,False
567,0,0,0,False
568,0,0,3,True
569,0,0,0,False
570,0,0,3,True
571,0,0,0,False
572,0,0,0,False
573,0,0,3,True
574,0,0,0,False
575,0,0,0,False
576,0,0,0,False
577,0,0,0,False
578,0,0,0,False
579,0,0,0,False
580,0,0,3,True
581,0,0,2,True
582,0,0,3,True
583,0,0,0,False
584,0,0,0,False
585,0,0,3,True
586,0,0,3,True
587,0,0,3,True
588,0,0,3,True
589,0,0,0,False
590,0,0,0,False
591,0,0,3,True
592,0,0,0,False
593,0,0,0,False
594,0,0,0,False
595,0,0,3,True
596,0,0,3,True
597,0,0,0,False
598,0,0,0,False
599,0,0,3,True
600,0,0,0,False
601,0,0,0,False
602,0,0,3,True
603,0,0,0,False
604,0,0,0,False
605,0,0,3,True
606,0,0,0,False
607,0,0,3,True
608,0,0,3,True
609,0,0,0,False
610,0,0,0,False
611,0,0,0,False
612,0,0,0,False
613,0,0,3,True
614,0,0,0,False
615,0,0,3,True
616,0,0,3,True
617,0,0,3,True
618,0,0,0,False
619,0,0,3,True
620,0,0,0,False
621,0,0,0,False
622,0,0,3,True
623,0,0,3,True
624,0,0,0,False
625,0,0,3,True
626,0,0,0,False
627,0,0,0,False
628,0,0,0,False
629,0,0,0,False
630,0,0,3,True
631,0,0,3,True
632,0,0,0,False
633,0,0,3,True
634,0,0,0,False
635,0,0,0,False
636,0,0,0,False
637,0,0,0,False
638,0,0,0,False
639,0,0,3,True
640,0,0,3,True
641,0,0,0,False
642,0,0,0,False
643,0,0,0,False
644,0,0,3,True
645,0,0,3,True
646,0,0,0,False
647,0,0,3,True
648,0,0,3,True
649,0,0,0,False
650,0,0,0,False
651,0,0,3,True
652,0,0,0,False
653,0,0,0,False
654,0,0,3,True
655,0,0,3,True
656,0,0,0,False
657,0,0,0,False
658,0,0,3,True
659,0,0,3,True
660,0,0,0,False
661,0,0,3,True
662,0,0,0,False
663,0,0,3,True
664,0,0,3,True
665,0,0,3,True
666,0,0,0,False
667,0,0,0,False
668,0,0,0,False
669,0,0,3,True
670,0,0,0,False
671,0,0,0,False
672,0,0,0,False
673,0,0,0,False
674,0,0,0,False
675,0,0,0,False
676,0,0,0,False
677,0,0,0,False
678,0,0,0,False
679,0,0,0,False
680,0,0,0,False
681,0,0,0,False
682,0,0,0,False
683,0,0,3,True
684,0,0,0,False
685,0,0,0,False
686,0,0,0,False
687,0,0,0,False
688,0,0,0,False
689,0,0,0,False
690,0,0,0,False
691,0,0,3,True
692,0,0,3,True
693,0,0,3,True
694,0,0,3,True
695,0,0,0,False
696,0,0,0,False
697,0,0,0,False
698,0,0,3,True
699,0,0,0,False
700,0,0,0,False
701,0,0,0,False
702,0,0,0,False
703,0,0,0,False
704,0,0,0,False
705,0,0,3,True
706,0,0,0,False
707,0,0,3,True
708,0,0,3,True
709,0,0,0,False
710,0,0,0,False
711,0,0,0,False
712,0,0,0,False
713,0,0,3,True
714,0,0,3,True
715,0,0,3,True
716,0,0,0,False
717,0,0,3,True
718,0,0,0,False
719,0,0,3,True
720,0,0,0,False
721,0,0,0,False
722,0,0,0,False
723,0,0,0,False
724,0,0,0,False
725,0,0,0,False
726,0,0,0,False
727,0,0,0,False
728,0,0,3,True
729,0,0,0,False
730,0,0,0,False
731,0,0,3,True
732,0,0,3,True
733,0,0,0,False
734,0,0,0,False
735,0,0,0,False
736,0,0,3,True
737,0,0,3,True
738,0,0,0,False
739,0,0,3,True
740,0,0,0,False
741,0,0,0,False
742,0,0,0,False
743,0,0,0,False
744,0,0,0,False
745,0,0,2,True
746,0,0,3,True
747,0,0,2,True
748,0,0,3,True
749,0,0,2,True
750,0,0,0,False
751,0,0,0,False
752,0,0,0,False
753,0,0,3,True
754,0,0,0,False
755,0,0,0,False
756,0,0,0,False
757,0,0,3,True
758,0,0,0,False
759,0,0,0,False
760,0,0,0,False
761,0,0,3,True
762,0,0,0,False
763,0,0,3,True
764,0,0,0,False
765,0,0,3,True
766,0,0,0,False
767,0,0,3,True
768,0,0,3,True
769,0,0,0,False
770,0,0,0,False
771,0,0,0,False
772,0,0,0,False
773,0,0,0,False
774,0,0,0,False
775,0,0,0,False
776,0,0,3,True
777,0,3,3,False
778,0,0,0,False
779,0,0,0,False
780,0,0,0,False
781,0,0,0,False
782,0,0,0,False
783,0,0,0,False
784,0,0,3,True
785,0,0,0,False
786,0,0,3,True
787,0,0,3,True
788,0,0,3,True
789,0,0,0,False
790,0,0,0,False
791,0,0,0,False
792,0,0,0,False
793,0,0,0,False
794,0,0,0,False
795,0,0,3,True
796,0,0,0,False
797,0,0,3,True
798,0,0,3,True
799,0,0,0,False
800,0,0,0,False
801,0,0,3,True
802,0,0,0,False
803,0,0,3,True
804,0,0,3,True
805,0,0,0,False
806,0,0,0,False
807,0,0,3,True
808,0,0,0,False
809,0,0,0,False
810,0,0,3,True
811,0,0,0,False
812,0,0,3,True
813,0,0,0,False
814,0,0,0,False
815,0,0,0,False
816,0,0,0,False
817,0,0,0,False
818,0,0,3,True
819,0,0,0,False
820,0,0,0,False
821,0,0,0,False
822,0,0,0,False
823,0,0,0,False
824,0,0,0,False
825,0,0,0,False
826,0,0,3,True
827,0,0,0,False
828,0,0,0,False
829,0,0,0,False
830,0,0,2,True
831,0,0,0,False
832,0,0,0,False
833,0,0,0,False
834,0,0,3,True
835,0,0,0,False
836,0,0,3,True
837,0,0,3,True
838,0,0,0,False
839,0,0,0,False
840,0,0,0,False
841,0,0,0,False
842,0,0,0,False
843,0,0,0,False
844,0,0,0,False
845,0,0,0,False
846,0,0,3,True
847,0,0,0,False
848,0,0,3,True
849,0,0,3,True
850,0,0,0,False
851,0,0,3,True
852,0,0,0,False
853,0,0,0,False
854,0,0,0,False
855,0,0,3,True
856,0,0,0,False
857,0,0,3,True
858,0,0,3,True
859,0,0,0,False
860,0,0,3,True
861,0,0,3,True
862,0,0,3,True
863,0,0,3,True
864,0,0,0,False
865,0,0,2,True
866,0,0,0,False
867,0,0,0,False
868,0,0,0,False
869,0,0,3,True
870,0,0,3,True
871,0,0,0,False
872,0,0,0,False
873,0,0,3,True
874,0,0,3,True
875,0,0,0,False
876,0,0,0,False
877,0,0,0,False
878,0,0,3,True
879,0,0,3,True
880,0,0,0,False
881,0,0,0,False
882,0,0,3,True
883,0,0,0,False
884,0,0,3,True
885,0,0,3,True
886,0,0,3,True
887,0,0,0,False
888,0,0,3,True
889,0,0,0,False
890,0,0,2,True
891,0,0,0,False
892,0,0,3,True
893,0,0,0,False
894,0,0,0,False
895,0,0,3,True
896,0,0,3,True
897,0,0,3,True
898,0,0,0,False
899,0,0,0,False
900,0,0,0,False
901,0,0,3,True
902,0,0,0,False
903,0,0,3,True
904,0,0,0,False
905,0,0,3,True
906,0,0,0,False
907,0,0,3,True
908,0,0,0,False
909,0,0,0,False
910,0,0,0,False
911,0,0,3,True
912,0,0,0,False
913,0,0,3,True
914,0,0,0,False
915,0,0,0,False
916,0,0,0,False
917,0,0,0,False
918,0,0,0,False
919,0,0,3,True
920,0,0,0,False
921,0,0,3,True
922,0,0,0,False
923,0,0,3,True
924,0,0,0,False
925,0,0,0,False
926,0,0,3,True
927,0,0,0,False
928,0,0,0,False
929,0,0,3,True
930,0,0,3,True
931,0,0,0,False
932,0,0,0,False
933,0,0,3,True
934,0,0,0,False
935,0,0,0,False
936,0,0,3,True
937,0,0,0,False
938,0,0,0,False
939,0,0,0,False
940,0,0,0,False
941,0,0,3,True
942,0,0,0,False
943,0,0,0,False
944,0,0,0,False
945,0,0,0,False
946,0,0,0,False
947,0,0,0,False
948,0,0,3,True
949,0,0,0,False
950,0,0,0,False
951,0,0,0,False
952,0,0,3,True
953,0,0,0,False
954,0,0,0,False
955,0,0,0,False
956,0,0,3,True
957,0,0,3,True
958,0,0,0,False
959,0,0,3,True
960,0,0,0,False
961,0,0,0,False
962,0,0,0,False
963,0,0,0,False
964,0,0,0,False
965,0,0,0,False
966,0,0,3,True
967,0,0,0,False
968,0,0,0,False
969,0,0,0,False
970,0,0,3,True
971,0,0,0,False
972,0,0,0,False
973,0,0,3,True
974,0,0,3,True
975,0,0,0,False
976,0,0,0,False
977,0,0,0,False
978,0,0,0,False
979,0,0,0,False
980,0,0,0,False
981,0,0,0,False
982,0,0,0,False
983,0,0,3,True
984,0,0,0,False
985,0,0,3,True
986,0,0,0,False
987,0,0,3,True
988,0,0,1,True
989,0,0,0,False
990,0,0,3,True
991,0,1,3,False
992,0,0,0,False
993,0,0,0,False
994,0,3,3,False
995,0,0,0,False
996,0,0,0,False
997,0,0,3,True
998,0,0,3,True
999,0,0,0,False
1000,0,0,0,False
1001,0,0,0,False
1002,0,0,3,True
1003,0,0,0,False
1004,0,0,0,False
1005,0,0,0,False
1006,0,0,3,True
1007,0,0,0,False
1008,0,0,0,False
1009,0,0,0,False
1010,0,0,3,True
1011,0,0,0,False
1012,0,0,0,False
1013,0,0,0,False
1014,0,0,3,True
1015,0,0,3,True
1016,0,0,2,True
1017,0,0,0,False
1018,0,0,0,False
1019,0,0,3,True
1020,0,0,0,False
1021,0,0,3,True
1022,0,0,3,True
1023,0,0,0,False
1024,0,0,3,True
1025,0,0,3,True
1026,0,0,3,True
1027,0,0,3,True
1028,0,0,3,True
1029,0,0,0,False
1030,0,0,0,False
1031,0,2,3,False
1032,0,0,3,True
1033,0,0,3,True
1034,0,0,0,False
1035,0,0,0,False
1036,0,1,3,False
1037,0,0,0,False
1038,0,0,0,False
1039,0,0,3,True
1040,0,0,3,True
1041,0,0,0,False
1042,0,0,3,True
1043,0,0,3,True
1044,0,0,0,False
1045,0,0,0,False
1046,0,0,0,False
1047,0,0,0,False
1048,0,0,0,False
1049,0,0,0,False
1050,0,0,0,False
1051,0,0,0,False
1052,0,0,0,False
1053,0,0,0,False
1054,0,0,0,False
1055,0,0,3,True
1056,0,0,3,True
1057,0,0,0,False
1058,0,0,3,True
1059,0,0,3,True
1060,0,0,0,False
1061,0,0,0,False
1062,0,0,3,True
1063,0,0,0,False
1064,0,0,0,False
1065,0,0,3,True
1066,0,0,0,False
1067,0,0,3,True
1068,0,0,0,False
1069,0,0,0,False
1070,0,0,0,False
1071,0,0,3,True
1072,0,0,0,False
1073,0,0,0,False
1074,0,0,0,False
1075,0,0,2,True
1076,0,0,0,False
1077,0,0,3,True
1078,0,0,3,True
1079,0,0,0,False
1080,0,0,0,False
1081,0,0,0,False
1082,0,0,1,True
1083,0,0,0,False
1084,0,0,0,False
1085,0,0,0,False
1086,0,0,0,False
1087,0,0,3,True
1088,0,0,3,True
1089,0,0,3,True
1090,0,0,0,False
1091,0,0,3,True
1092,0,0,0,False
1093,0,0,3,True
1094,0,0,3,True
1095,0,0,0,False
1096,0,0,0,False
1097,0,0,0,False
1098,0,0,0,False
1099,0,0,0,False
1100,0,0,3,True
1101,0,0,0,False
1102,0,0,0,False
1103,0,0,3,True
1104,0,0,3,True
1105,0,0,0,False
1106,0,0,0,False
1107,0,0,0,False
1108,0,0,0,False
1109,0,0,0,False
1110,0,0,3,True
1111,0,0,3,True
1112,0,0,0,False
1113,0,0,0,False
1114,0,0,0,False
1115,0,0,3,True
1116,0,0,3,True
1117,0,0,3,True
1118,0,0,0,False
1119,0,0,3,True
1120,0,0,0,False
1121,0,0,2,True
1122,0,0,3,True
1123,0,0,3,True
1124,0,0,0,False
1125,0,0,0,False
1126,0,0,0,False
1127,0,0,0,False
1128,0,0,3,True
1129,0,0,3,True
1130,0,0,0,False
1131,0,0,3,True
1132,0,0,0,False
1133,0,0,0,False
1134,0,0,0,False
1135,0,0,0,False
1136,0,0,3,True
1137,0,0,0,False
1138,0,0,0,False
1139,0,0,0,False
1140,0,0,0,False
1141,0,0,1,True
1142,0,0,0,False
1143,0,0,0,False
1144,0,0,3,True
1145,0,0,3,True
1146,0,0,3,True
1147,0,0,0,False
1148,0,0,3,True
1149,0,0,0,False
1150,0,0,3,True
1151,0,0,3,True
1152,0,0,0,False
1153,0,0,3,True
1154,0,0,3,True
1155,0,0,3,True
1156,0,0,0,False
1157,0,0,3,True
1158,0,0,3,True
1159,0,0,0,False
1160,0,0,0,False
1161,0,0,0,False
1162,0,0,3,True
1163,0,0,3,True
1164,0,0,0,False
1165,0,0,0,False
1166,0,0,0,False
1167,0,0,3,True
1168,0,0,0,False
1169,0,0,0,False
1170,0,0,3,True
1171,0,0,3,True
1172,0,0,0,False
1173,0,0,3,True
1174,0,0,3,True
1175,0,0,0,False
1176,0,0,3,True
1177,0,0,3,True
1178,0,0,0,False
1179,0,0,3,True
1180,0,0,0,False
1181,0,0,3,True
1182,0,0,0,False
1183,0,0,3,True
1184,0,0,0,False
1185,0,0,3,True
1186,0,0,3,True
1187,0,0,3,True
1188,0,0,0,False
1189,0,0,3,True
1190,0,0,0,False
1191,0,0,0,False
1192,0,0,0,False
1193,0,0,3,True
1194,0,0,0,False
1195,0,0,0,False
1196,0,0,0,False
1197,0,0,0,False
1198,0,0,0,False
1199,0,0,0,False
1200,0,0,0,False
1201,0,0,3,True
1202,0,0,0,False
1203,0,0,0,False
1204,0,0,0,False
1205,0,0,0,False
1206,0,0,0,False
1207,0,0,0,False
1208,0,0,0,False
1209,0,0,0,False
1210,0,0,0,False
1211,0,0,0,False
1212,0,0,3,True
1213,0,0,3,True
1214,0,0,0,False
1215,0,0,3,True
1216,0,0,0,False
1217,0,0,0,False
1218,0,0,0,False
1219,0,0,0,False
1220,0,0,0,False
1221,0,0,0,False
1222,0,0,0,False
1223,0,0,3,True
1224,0,0,3,True
1225,0,0,0,False
1226,0,0,0,False
1227,0,0,3,True
1228,0,0,0,False
1229,0,0,0,False
1230,0,0,3,True
1231,0,0,0,False
1232,0,0,3,True
1233,0,0,3,True
1234,0,0,0,False
1235,0,0,0,False
1236,0,0,3,True
1237,0,0,3,True
1238,0,0,0,False
1239,0,0,0,False
1240,0,0,0,False
1241,0,0,0,False
1242,0,0,3,True
1243,0,0,3,True
1244,0,0,1,True
1245,0,0,3,True
1246,0,0,0,False
1247,0,0,0,False
1248,0,0,0,False
1249,0,0,3,True
1250,0,0,0,False
1251,0,0,0,False
1252,0,0,0,False
1253,0,0,3,True
1254,0,0,0,False
1255,0,0,0,False
1256,0,0,0,False
1257,0,0,0,False
1258,0,0,0,False
1259,0,0,0,False
1260,0,0,0,False
1261,0,0,0,False
1262,0,0,0,False
1263,0,0,3,True
1264,0,0,0,False
1265,0,0,0,False
1266,0,0,3,True
1267,0,0,0,False
1268,0,0,3,True
1269,0,0,3,True
1270,0,0,0,False
1271,0,0,0,False
1272,0,0,0,False
1273,0,0,3,True
1274,0,0,0,False
1275,0,0,3,True
1276,0,0,3,True
1277,0,0,3,True
1278,0,0,3,True
1279,0,0,0,False
1280,0,0,0,False
1281,0,0,3,True
1282,0,0,3,True
1283,0,0,0,False
1284,0,0,3,True
1285,0,0,0,False
1286,0,0,3,True
1287,0,0,0,False
1288,0,0,0,False
1289,0,0,0,False
1290,0,0,0,False
1291,0,0,3,True
1292,0,0,0,False
1293,0,3,3,False
1294,0,0,3,True
1295,0,0,3,True
1296,0,0,3,True
1297,0,0,0,False
1298,0,0,2,True
1299,0,0,0,False
1300,0,0,0,False
1301,0,0,3,True
1302,0,0,3,True
1303,0,0,3,True
1304,0,0,3,True
1305,0,0,0,False
1306,0,0,0,False
1307,0,0,0,False
1308,0,0,0,False
1309,0,0,3,True
1310,0,0,3,True
1311,0,0,0,False
1312,0,0,3,True
1313,0,0,3,True
1314,0,0,3,True
1315,0,0,0,False
1316,0,0,0,False
1317,0,0,0,False
1318,0,0,0,False
1319,0,0,0,False
1320,0,0,3,True
1321,0,0,0,False
1322,0,0,3,True
1323,0,0,3,True
1324,0,0,0,False
1325,0,0,0,False
1326,0,0,3,True
1327,0,0,3,True
1328,0,0,3,True
1329,0,0,0,False
1330,0,0,0,False
1331,0,0,0,False
1332,0,0,0,False
1333,0,0,0,False
1334,0,0,3,True
1335,0,0,3,True
1336,0,0,0,False
1337,0,0,0,False
1338,0,0,3,True
1339,0,0,3,True
1340,0,0,0,False
1341,0,0,3,True
1342,0,0,0,False
1343,0,0,0,False
1344,0,0,0,False
1345,0,0,0,False
1346,0,0,2,True
1347,0,0,3,True
1348,0,0,3,True
1349,0,0,3,True
1350,0,0,3,True
1351,0,0,0,False
1352,0,0,0,False
1353,0,0,0,False
1354,0,0,0,False
1355,0,0,0,False
